날짜,공매도잔고,상장주식수,공매도금액,시가총액,비중
2025-10-20,1773878,5919637922,174017431800,580716480148200.0,0.03
2025-10-21,1765547,5919637922,172140832500,577164697395000.0,0.03
2025-10-22,1617327,5919637922,159468442200,583676299109200.0,0.03
2025-10-23,1470311,5919637922,141885011500,571245059473000.0,0.02
2025-10-24,1307236,5919637922,129154916800,584860226693600.0,0.02
2025-10-27,1211694,5919637922,123592788000,603803068044000.0,0.02
2025-10-28,548758,5919637922,54601421000,589003973239000.0,0.01
2025-10-29,508015,5919637922,51055507500,594923611161000.0,0.01
2025-10-30,549507,5919637922,57203678700,616234307680200.0,0.01
2025-10-31,650922,5919637922,69974115000,636361076615000.0,0.01
2025-11-03,477586,5919637922,53059804600,657671773134200.0,0.01
2025-11-04,468411,5919637922,49136313900,620970018017800.0,0.01
2025-11-05,477610,5919637922,48047566000,595515574953200.0,0.01
2025-11-06,463138,5919637922,45943289600,587228081862400.0,0.01
2025-11-07,459533,5919637922,44988280700,579532552563800.0,0.01
2025-11-10,515810,5919637922,51890486000,595515574953200.0,0.01
2025-11-11,515810,5919637922,53386335000,612682524927000.0,0.01
2025-11-12,513190,5919637922,52909889000,610314669758200.0,0.01
2025-11-13,732668,5919637922,75318270400,608538778381600.0,0.01
2025-11-14,733036,5919637922,71251099200,575388806018400.0,0.01
2025-11-17,732512,5919637922,73690707200,595515574953200.0,0.01
2025-11-18,737510,5919637922,72128478000,578940588771600.0,0.01
2025-11-19,737502,5919637922,71168943000,571245059473000.0,0.01
2025-11-20,955163,5919637922,96089397800,595515574953200.0,0.02
2025-11-21,952838,5919637922,90329042400,561181675005600.0,0.02
2025-11-24,1169378,5919637922,113078852600,572428987057400.0,0.02
2025-11-25,1162317,5919637922,115418078100,587820045654600.0,0.02
2025-11-26,1133477,5919637922,116521435600,608538778381600.0,0.02
2025-11-27,1138477,5919637922,117832369500,612682524927000.0,0.02
2025-11-28,1135920,5919637922,114159960000,594923611161000.0,0.02
2025-12-01,1131747,5919637922,114080097600,596699502537600.0,0.02
2025-12-02,1074133,5919637922,111065352200,612090561134800.0,0.02
2025-12-03,1033733,5919637922,108025098500,618602162849000.0,0.02
2025-12-04,1028217,5919637922,108065606700,622153945602200.0,0.02
2025-12-05,1022655,5919637922,110855802000,641688750744800.0,0.02
2025-12-08,1022655,5919637922,111980722500,648200352459000.0,0.02
2025-12-09,1022632,5919637922,110853308800,641688750744800.0,0.02
2025-12-10,1022623,5919637922,110443284000,639320895576000.0,0.02
2025-12-11,1137728,5919637922,122078214400,635177149030600.0,0.02
2025-12-12,1137728,5919637922,123898579200,644648569705800.0,0.02
2025-12-15,1508387,5919637922,158078957600,620378054225600.0,0.03
2025-12-16,1544388,5919637922,158763086400,608538778381600.0,0.03
2025-12-17,1549388,5919637922,167178965200,638728931783800.0,0.03
2025-12-18,1781673,5919637922,191708014800,636953040407200.0,0.03
2025-12-19,1789651,5919637922,190239901300,629257511108600.0,0.03
2025-12-22,1618462,5919637922,178840051000,654119990381000.0,0.03
2025-12-23,1600339,5919637922,178437798500,660039628303000.0,0.03
2025-12-24,1528129,5919637922,169775131900,657671773134200.0,0.03
2025-12-26,1528107,5919637922,178788519000,692597636874000.0,0.03
2025-12-29,1500717,5919637922,179335681500,707396731679000.0,0.03
2025-12-30,1468718,5919637922,176099288200,709764586847800.0,0.02
2026-01-02,1472766,5919637922,189250431000,760673472977000.0,0.02
2026-01-05,1529760,5919637922,211259856000,817501997028200.0,0.03
2026-01-06,1488229,5919637922,206715008100,822237707365800.0,0.03
2026-01-07,1505945,5919637922,212338245000,834668947002000.0,0.03
2026-01-08,2160103,5919637922,299822296400,821645743573600.0,0.04
2026-01-09,2178707,5919637922,302840273000,822829671158000.0,0.04
2026-01-12,2035053,5919637922,282465356400,821645743573600.0,0.03
2026-01-13,2091576,5919637922,287800857600,814542178067200.0,0.04
2026-01-14,1925125,5919637922,270095037500,830525200456600.0,0.03
2026-01-15,1611343,5919637922,231872257700,851835896975800.0,0.03
2026-01-16,1607344,5919637922,239333521600,881434086585800.0,0.03
2026-01-19,1610743,5919637922,240483929900,883801941754600.0,0.03
2026-01-20,1614644,5919637922,234446308800,859531426274400.0,0.03
2026-01-21,1603975,5919637922,239794262500,884985869339000.0,0.03
2026-01-22,1441056,5919637922,219472828800,901560855520600.0,0.02
2026-01-23,1362764,5919637922,207276404400,900376927936200.0,0.02
2026-01-26,1005364,5919637922,152915864400,900376927936200.0,0.02
2026-01-27,898256,5919637922,143271832000,944182248559000.0,0.02
2026-01-28,753805,5919637922,122417932000,961349198532800.0,0.01
2026-01-29,771202,5919637922,123932161400,951285814065400.0,0.01
2026-01-30,764772,5919637922,122745906000,950101886481000.0,0.01
2026-02-02,937044,5919637922,140931417600,890313543468800.0,0.02
2026-02-03,1102880,5919637922,184732400000,991539351935000.0,0.02
2026-02-04,1229104,5919637922,207841486400,1001010772610200.0,0.02
2026-02-05,1209691,5919637922,192703776300,942998320974600.0,0.02
2026-02-06,1179002,5919637922,186989717200,938854574429200.0,0.02
2026-02-09,1189180,5919637922,197879552000,985027750220800.0,0.02
2026-02-10,1087243,5919637922,180264889400,981475967467600.0,0.02
2026-02-11,1021329,5919637922,171379006200,993315243311600.0,0.02
2026-02-12,986928,5919637922,176265340800,1057247332869200.0,0.02
2026-02-13,955600,5919637922,173154720000,1072638391466400.0,0.02
2026-02-19,959873,5919637922,182375870000,1124731205180000.0,0.02
2026-02-20,941773,5919637922,179031047300,1125323168972200.0,0.02
2026-02-23,953061,5919637922,183940773000,1142490118946000.0,0.02
2026-02-24,952549,5919637922,190509800000,1183927584400000.0,0.02
2026-02-25,885203,5919637922,180138810500,1204646317127000.0,0.01
2026-02-26,805780,5919637922,175660040000,1290481066996000.0,0.01
2026-02-27,802632,5919637922,173769828000,1281601610113000.0,0.01
2026-03-03,753222,5919637922,146953612200,1154921358582200.0,0.01
2026-03-04,588207,5919637922,101289245400,1019361650168400.0,0.01
2026-03-05,1935414,5919637922,370825322400,1134202625855200.0,0.03
2026-03-06,1173338,5919637922,220822211600,1114075856920400.0,0.02
2026-03-09,1167972,5919637922,202643142000,1027057179467000.0,0.02
2026-03-10,1100449,5919637922,206774367100,1112299965543800.0,0.02
2026-03-11,218839,5919637922,41579410000,1124731205180000.0,0.0
2026-03-12,192834,5919637922,36233508600,1112299965543800.0,0.0
2026-03-13,205335,5919637922,37678972500,1086253558687000.0,0.0
2026-03-16,205335,5919637922,38746714500,1117035675881400.0,0.0
2026-03-17,190124,5919637922,36865043600,1147817793075800.0,0.0
2026-03-18,201976,5919637922,42111996000,1234244506737000.0,0.0
2026-03-19,200276,5919637922,40155338000,1186887403361000.0,0.0
2026-03-20,268082,5919637922,53455550800,1180375801646800.0,0.0
2026-03-23,315419,5919637922,58762559700,1102828544868600.0,0.01
2026-03-24,276511,5919637922,52454136700,1122955313803400.0,0.0
2026-03-25,334140,5919637922,63152460000,1118811567258000.0,0.01
2026-03-26,414649,5919637922,74678284900,1066126789752200.0,0.01
2026-03-27,450452,5919637922,80946224400,1063758934583400.0,0.01
2026-03-30,373391,5919637922,65828833300,1043632165648600.0,0.01
2026-03-31,362409,5919637922,60594784800,989763460558400.0,0.01
2026-04-01,441856,5919637922,83775897600,1122363350011200.0,0.01
2026-04-02,476603,5919637922,85025975200,1056063405284800.0,0.01
2026-04-03,376194,5919637922,70047322800,1102236581076400.0,0.01
2026-04-06,355047,5919637922,68559575700,1143082082738200.0,0.01
2026-04-07,36851,5919637922,7241221500,1163208851673000.0,0.0
2026-04-08,0,5919637922,0,1246083782581000.0,0.0
2026-04-09,0,5919637922,0,1207606136088000.0,0.0
2026-04-10,0,5919637922,0,1219445411932000.0,0.0
2026-04-13,68179,5919637922,13703979000,1189847222322000.0,0.0
2026-04-14,50790,5846278608,10488135000,1207256532552000.0,0.0
2026-04-15,47289,5846278608,9977979000,1233564786288000.0,0.0
2026-04-16,48389,5846278608,10524607500,1271565597240000.0,0.0
2026-04-17,146189,5846278608,31576824000,1262796179328000.0,0.0
2026-04-20,106546,5846278608,22854117000,1254026761416000.0,0.0
2026-04-21,74376,5846278608,16288344000,1280335015152000.0,0.0
2026-04-22,85173,5846278608,18525127500,1271565597240000.0,0.0
2026-04-23,55465,5846278608,12451892500,1312489547496000.0,0.0
2026-04-24,56765,5846278608,12459917500,1283258154456000.0,0.0
2026-04-27,43465,5846278608,9757892500,1312489547496000.0,0.0
2026-04-28,43464,5846278608,9649008000,1297873850976000.0,0.0
2026-04-29,9355,5846278608,2114230000,1321258965408000.0,0.0
2026-04-30,0,5846278608,0,1289104433064000.0,0.0
2026-05-04,26128,5846278608,6074760000,1359259776360000.0,0.0
2026-05-06,146558,5846278608,38984428000,1555110109728000.0,0.0
2026-05-07,198717,5846278608,53951665500,1587264642072000.0,0.0
2026-05-08,289206,5846278608,77651811000,1569725806248000.0,0.0
2026-05-11,240481,5846278608,68657325500,1669112542584000.0,0.0
2026-05-12,163909,5846278608,45730611000,1631111731632000.0,0.0
2026-05-13,296168,5846278608,84111712000,1660343124672000.0,0.01
2026-05-14,316122,5846278608,93572112000,1730498467968000.0,0.01
2026-05-15,243518,5846278608,65871619000,1581418363464000.0,0.0
2026-05-18,221813,5846278608,62329453000,1642804288848000.0,0.0
2026-05-19,179226,5846278608,49376763000,1610649756504000.0,0.0
2026-05-20,94881,5846278608,26187156000,1613572895808000.0,0.0
2026-05-21,0,5846278608,0,1750960443096000.0,0.0
2026-05-22,0,5846278608,0,1710036492840000.0,0.0
2026-05-26,0,5846278608,0,1748037303792000.0,0.0
2026-05-27,0,5846278608,0,1794807532656000.0,0.0
2026-05-28,0,5846278608,0,1750960443096000.0,0.0
2026-05-29,0,5846278608,0,1853270318736000.0,0.0
2026-06-01,0,5846278608,0,2040351234192000.0,0.0
2026-06-02,0,5846278608,0,2107583438184000.0,0.0
2026-06-04,5000,5846278608,1757500000,2054966930712000.0,0.0
2026-06-05,6000,5846278608,1974000000,1923425662032000.0,0.0
2026-06-08,6000,5846278608,1773000000,1727575328664000.0,0.0
2026-06-09,0,5846278608,0,1882501711776000.0,0.0
2026-06-10,0,5846278608,0,1768499278920000.0,0.0
2026-06-11,0,5846278608,0,1748037303792000.0,0.0
2026-06-12,0,5846278608,0,1885424851080000.0,0.0
2026-06-15,0,5846278608,0,1970195890896000.0,0.0
2026-06-16,0,5846278608,0,2005273562544000.0,0.0
2026-06-17,831665,5846278608,288171922500,2025735537672000.0,0.01
2026-06-18,0,5846278608,0,2119275995400000.0,0.0
2026-06-19,0,5846278608,0,2069582627232000.0,0.0
2026-06-22,0,5846278608,0,2066659487928000.0,0.0
2026-06-23,0,5846278608,0,1812346368480000.0,0.0
2026-06-24,0,5846278608,0,1990657866024000.0,0.0
2026-06-25,0,5846278608,0,2095890880968000.0,0.0
2026-06-26,0,5846278608,0,1984811587416000.0,0.0
2026-06-29,0,5846278608,0,1888347990384000.0,0.0
2026-06-30,0,5846278608,0,1952657055072000.0,0.0
2026-07-01,0,5846278608,0,1838654622216000.0,0.0
2026-07-02,0,5846278608,0,1672035681888000.0,0.0
2026-07-03,11430,5846278608,3537585000,1809423229176000.0,0.0
2026-07-06,11430,5846278608,3634740000,1859116597344000.0,0.0
2026-07-07,284953,5846278608,84346088000,1730498467968000.0,0.0
2026-07-08,407061,5846278608,112959427500,1622342313720000.0,0.01
2026-07-09,11430,5846278608,3177540000,1625265453024000.0,0.0
2026-07-10,926826,5846278608,264145410000,1666189403280000.0,0.02
2026-07-13,102478,5846278608,26080651000,1487877905736000.0,0.0
2026-07-14,13430,5846278608,3532090000,1537571273904000.0,0.0
